author,content,author_descrition,reactions,comments,comments_number,tags;;;;;;;;;;;;;;;;
"Patricia Pedhom NonoPatricia Pedhom Nono,""#PwC_CyberIndex_2023- Do you know your cyber exposure ?PwC Afrique Francophone SubSahariennehas done an independent  analysis to assess the cybersecurity external#risk_exposureacross more than 200 companies across 8 countries.💡The higher is your index, the lower is your risk to have a successful cyberattack !Key insights➡️ Only 3️⃣ over 10 companies show a maturity level """"Advanced""""➡️ Overall maturity ranking in West and Central Africa range between """"Poor"""" to """"Moderate""""❔️ Can you guess which sector has the best cybersecurity index ? Please classify by order in comments:👇1. Banks2. Telcos3. Fintech4. Assurance"",""Partner @ PwC | Problem Solver & Business Strategist, Driving Strategic Transformation and Creating Value for Clients, People & CommunitiesPartner @ PwC | Problem Solver & Business Strategist, Driving Strategic Transformation and Creating Value for Clients, People & Communities"",,,,""['PwC_CyberIndex_2023', 'risk_exposure', 'PwC_SSFA_Cybersecurity_Index_2023']""";;;;;;;;;;;;;;;;
"Chrysostome Nkoumbi-Samba, M.B.A  🟢 OfficielChrysostome Nkoumbi-Samba, M.B.A 🟢 Officiel,""🟢#CyberAfrikTour2063🌍🎯 Les chemins du#Numériquede#Confianceà#ImpactVS La#QPC: “#Question#Prioritairede#Civilisation” byAfriK@CyberSécurité (ACS).✅ ✒️ Lancement de l’école de#cybersécuritéAfrique du Sud-Pays-Bas 2024 – une première pour l’Afrique australe. Pouvons nous imaginer une#formationqui soit contraire aux aspirations de la#jeunesseafricaine ou aux#générationsfutures ?  Quel rôle pour l'intergénérationnel ?Dr issifou KOGUI N'DOURO⏳ Everything has a beginning, he who was not there at the beginning will never know what is happening. Congratulations. What a great initiative!noelle van der waag-cowling"",Président chez AFRIK@CYBERSECURITE / Comité Scientifique CYBERAFRIKTOUR2063Président chez AFRIK@CYBERSECURITE / Comité Scientifique CYBERAFRIKTOUR2063,,,,""['CyberAfrikTour2063', 'Numérique', 'Confiance', 'Impact', 'QPC', 'Question', 'Prioritaire', 'Civilisation', 'cybersécurité', 'formation', 'jeunesse', 'générations', 'Southern', 'Africa', 'cybersecurity', 'education', 'excellence', 'learnandearn']""";;;;;;;;;;;;;;;;
"Amadou DiawaraAmadou Diawara,Rejoignez-noussur :https://sedispace.com/#NewYork#Microsoft#afrique#africa#Europe#america#mali#nigeria#algeria#senegal#france#guinee#usa#berlin#paris#bamako#conakry#dakar#HumanAI#education#formation#academy#Afrique#africa#maroc#digital#ai#IA#intelligenceartificielle#ethique#institutEuropIA#OCCE#metaverse#metavers#tech#web3#artificialintelligence#souverainete#cybersecurite#emia#mia#maisonintelligenceartificielle,""President and Founder of Cluster Digital Africa , Center for Innovation in Technological Research and Creative Industry (FAMIB GROUPE) , Union Global Academy ,MBA Management and management of IT projectsPresident and Founder of Cluster Digital Africa , Center for Innovation in Technological Research and Creative Industry (FAMIB GROUPE) , Union Global Academy ,MBA Management and management of IT projects"",,,,""['NewYork', 'Microsoft', 'afrique', 'africa', 'Europe', 'america', 'mali', 'nigeria', 'algeria', 'senegal', 'france', 'guinee', 'usa', 'berlin', 'paris', 'bamako', 'conakry', 'dakar', 'HumanAI', 'education', 'formation', 'academy', 'Afrique', 'africa', 'maroc', 'digital', 'ai', 'IA', 'intelligenceartificielle', 'ethique', 'institutEuropIA', 'OCCE', 'metaverse', 'metavers', 'tech', 'web3', 'artificialintelligence', 'souverainete', 'cybersecurite', 'emia', 'mia', 'maisonintelligenceartificielle', 'Famib', 'UNESCO', 'MALI', 'Visite']""";;;;;;;;;;;;;;;;
Hicham BoumesliHicham Boumesli,#ChekpointDistrubuted byGTI Software & Networking AfriqueMhammed DiniaIssam EL HADDIOUISouhail GODARIBouchaib BasriMostafa BenkhlafaSanaa BoubouhAdil BikarbassGti.Chekpoint.AFRICA@gti.co.ma,Africa regional Director at V-valley Spain | Member of the board of directors | Digital Evangelist | leading IT activities in AFRICAAfrica regional Director at V-valley Spain | Member of the board of directors | Digital Evangelist | leading IT activities in AFRICA,,,,['Chekpoint'];;;;;;;;;;;;;;;;
"Abraham D. Montang SADIOAbraham D. Montang SADIO,PARTIE 2 DE L'INTERVIEW@Africa CyberSecurity Mag@Christelle Houeto@followers,IT Engineer|AI Certified|IT-Trainer|IT-Consultant|Member of rootSN Community|Member of Nu Jang Informatique|Storytelling in Branding & content Marketing Certified|IT Engineer|AI Certified|IT-Trainer|IT-Consultant|Member of rootSN Community|Member of Nu Jang Informatique|Storytelling in Branding & content Marketing Certified|,,,,""['CyberInterview', 'IA', 'interview', 'cybersécurité', 'news', 'digital', 'cybersécurité', 'africacybermag']""";;;;;;;;;;;;;;;;
"Samer Haidar HassanSamer Haidar Hassan,#vapt#cybersecurity#cyberattacks#banks#banques#cybersecurite#africatech#afrique#afriquedelouest#middleeasttech,Country Manager at ABM || Swift Solutions & Cybersecurity ServicesCountry Manager at ABM || Swift Solutions & Cybersecurity Services,,,,""['vapt', 'cybersecurity', 'cyberattacks', 'banks', 'banques', 'cybersecurite', 'africatech', 'afrique', 'afriquedelouest', 'middleeasttech']""";;;;;;;;;;;;;;;;
"Jeune AfriqueJeune Afrique,""[Vidéo] Ouanilo Medegan : « En Afrique, plus qu’ailleurs, la cybersécurité doit être une priorité »👉Cybercriminalité, formation des futurs talents de la tech africaine, développement de l’écosystème numérique…Ouanilo MEDEGAN FAGLA, patron du pôle sécurité numérique au sein de l’Agence béninoise des systèmes d’information (ASIN), livre ses analyses à Jeune Afrique.Plus d'infos :https://lnkd.in/e7tCC8Dn#Cybersécurité#Cybercriminalité#Startup#Bénin#Wasexo"",460 052 abonnés460 052 abonnés,,,,""['Cybersécurité', 'Cybercriminalité', 'Startup', 'Bénin', 'Wasexo']""";;;;;;;;;;;;;;;;
"XIIBAR AFRICA LOGISTICS MAGAZINEXIIBAR AFRICA LOGISTICS MAGAZINE,""🔴 [Official Release]:XIIBAR AFRICA LOGISTICS MAGAZINEunveils the 10th Edition of its magazine in English version.Under the theme: """"Corporate Cybersecurity in West Africa"""".Discover the contribution of the latest trends in the sector on the continent.Rania FAWAZDidier SIMBAJosé SERIKIDénadi Carole SAGBOASSOCIATION POUR LA PROMOTION DU TOURISME EN AFRIQUE ( APTA)APAC- ASSOCIATION PANAFRICAINE DE CYBERSECURITEAblassé OUEDRAOGOMaliki ABOUDOUKokou Yevi"",2 407 abonnés2 407 abonnés,,,,[]";;;;;;;;;;;;;;;;
"Maroc 🇲🇦Maroc 🇲🇦,CYBERSÉCURITÉ AU MAROC : UN MODÈLE EN AFRIQUE 🇲🇦L'article :https://lnkd.in/e7GKEyQ2#maroc#morocco#cybersecurite#cybersecurity,1 315 abonnés1 315 abonnés,,,,""['maroc', 'morocco', 'cybersecurite', 'cybersecurity']""";;;;;;;;;;;;;;;;
"Amadou DiawaraAmadou Diawara,sur  :https://sedispace.com/#NewYork#Microsoft#afrique#africa#Europe#america#mali#nigeria#algeria#senegal#france#guinee#usa#berlin#paris#bamako#conakry#dakar#abidjan#HumanAI#education#formation#academy#Afrique#africa#maroc#digital#ai#IA#intelligenceartificielle#ethique#institutEuropIA#OCCE#metaverse#metavers#tech#web3#artificialintelligence#souverainete#cybersecurite#emia#mia#maisonintelligenceartificielle,""President and Founder of Cluster Digital Africa , Center for Innovation in Technological Research and Creative Industry (FAMIB GROUPE) , Union Global Academy ,MBA Management and management of IT projectsPresident and Founder of Cluster Digital Africa , Center for Innovation in Technological Research and Creative Industry (FAMIB GROUPE) , Union Global Academy ,MBA Management and management of IT projects"",,,,""['NewYork', 'Microsoft', 'afrique', 'africa', 'Europe', 'america', 'mali', 'nigeria', 'algeria', 'senegal', 'france', 'guinee', 'usa', 'berlin', 'paris', 'bamako', 'conakry', 'dakar', 'abidjan', 'HumanAI', 'education', 'formation', 'academy', 'Afrique', 'africa', 'maroc', 'digital', 'ai', 'IA', 'intelligenceartificielle', 'ethique', 'institutEuropIA', 'OCCE', 'metaverse', 'metavers', 'tech', 'web3', 'artificialintelligence', 'souverainete', 'cybersecurite', 'emia', 'mia', 'maisonintelligenceartificielle']""";;;;;;;;;;;;;;;;
"Diamond Security ConsultingDiamond Security Consulting,""[EN]  🚨 Breaking News🔆The rush of Israeli cybersecurity companies to MoroccoSince the normalization of relations between Rabat and Tel-Aviv, an increasing number of Israeli cyber defense companies have been showing interest in the Moroccan market, following in the footsteps of Check Point Software, which is already firmly established.Source: Jeune Afriquehttps://lnkd.in/eg5BMvJiEvery Friday, follow the NEWS on cybersecurity. Subscribe, Like, and Share to receive more information 💯Chaque vendredi suivez les NEWS sur la cybersécurité Abonnez vous, Aimez et Partagez pour recevoir plus d’informations 💯Laïcana COULIBALYChrist Olsen MEDEJean-Michel BINIMardochee ZINSONNEFulbert Déttéclaude aurelie Lou"",2 080 abonnés2 080 abonnés,,,,[]";;;;;;;;;;;;;;;;
"Khadija DioufKhadija Diouf,""Andreas KleinschmidtFière de représenter la jeunesse africaine dans le domaine de la cybersécurité grâce à l’initiative#AfricanGirlsCanCodede#unwomen. Merci à Siemens et Allianz pour leur soutien essentiel. Excitée de développer mes compétences et de contribuer à combler le fossé des professionnels qualifiés. Ensemble, façonnons l’avenir de la technologie en Afrique! 💪🌍🔐#WomenInTech#Cybersecurity#IoT#informatique#technology"",Développeuse systèmes embarqués et IoT ||Administratrice réseau et sécurité || passionnée de la cybersécurité ||Ambassadrice African Girls Can Code (AGCCI) d’OnuFemmesDéveloppeuse systèmes embarqués et IoT ||Administratrice réseau et sécurité || passionnée de la cybersécurité ||Ambassadrice African Girls Can Code (AGCCI) d’OnuFemmes,,,,""['AfricanGirlsCanCode', 'unwomen', 'WomenInTech', 'Cybersecurity', 'IoT', 'informatique', 'technology', 'unwomen', 'training', 'cybersecurity', 'unitednations']""";;;;;;;;;;;;;;;;
"GROUPE SNEDAIGROUPE SNEDAI,""L'e-santé peut jouer un rôle crucial dans le paysage actuel des soins de santé en Afrique, M.Dr. Cisse Sakande, Directeur Général de SNEDAI TECHNOLOGIES est aux côtés de panelistes de haut niveau afin de présenter ses initiatives relatives à l’apport du Digital et de l’IA dans la santé.#partenariats#partenariatstrategique#cybersecurite#biometrie#numeriqueCyber Africa Forum (CAF)"",19 181 abonnés19 181 abonnés,,,,""['partenariats', 'partenariatstrategique', 'cybersecurite', 'biometrie', 'numerique']""";;;;;;;;;;;;;;;;
"AfricTivistesAfricTivistes,#AfricTivistesCyberSecurityOpenClassroom#cybersecuritytips,2 614 abonnés2 614 abonnés,,,,""['AfricTivistesCyberSecurityOpenClassroom', 'cybersecuritytips']""";;;;;;;;;;;;;;;;
Cyprien EKRACyprien EKRA,We areAfrican Cybersecurity MarketWe are CybersecurityWe protect your data and your business!,Directeur Général Group chez African Cybersecurity MarketDirecteur Général Group chez African Cybersecurity Market,,,,[];;;;;;;;;;;;;;;;
"Sylvanus HOUGBEKEYSylvanus HOUGBEKEY,LE BAROMÈTRE DE LA CYBERSÉCURITÉ EN AFRIQUE 2023 par leCESIA - CLUB D'EXPERTS DE LA SÉCURITÉ DE L'INFORMATION EN AFRIQUE#cybersecurity#Africa#innovation#technology,Consultant SysOps Cloud & Cybersécurité•Transformation Digitale•AWS Architecting & CP•Europrivacy Implementer •COBIT•Podcaster•YourSeason FounderConsultant SysOps Cloud & Cybersécurité•Transformation Digitale•AWS Architecting & CP•Europrivacy Implementer •COBIT•Podcaster•YourSeason Founder,,,,""['cybersecurity', 'Africa', 'innovation', 'technology']""";;;;;;;;;;;;;;;;
"Africa CyberSecurity MagAfrica CyberSecurity Mag,""▶️ Découvrez les moments forts de l'actualité 📗 cyber en Afrique de cette semaine dans notre newsletter.De nouvelles législations, des cyberattaques récentes, jusqu'à la formation des jeunes, la semaine a été riche en événements.Abonnez-vous"",8 957 abonnés8 957 abonnés,,,,[]";;;;;;;;;;;;;;;;
"Hicham MarwaneHicham Marwane,#data#datasecurity#ransomware#security#innovation#technology#future#Maroc#Algerie#Tunisie#Senegal#Congo#Cotedivoire#Mali#Togo#Cameroun#Africa#Afrique,Back soon...Back soon...,,,,""['data', 'datasecurity', 'ransomware', 'security', 'innovation', 'technology', 'future', 'Maroc', 'Algerie', 'Tunisie', 'Senegal', 'Congo', 'Cotedivoire', 'Mali', 'Togo', 'Cameroun', 'Africa', 'Afrique', 'CybersecurityAwareness', 'Commvault']""";;;;;;;;;;;;;;;;
"Sabrina KecheroudSabrina Kecheroud,""The place to be, disais-je ?#cybersecurite"",""𝗝𝗲 𝗱𝗼𝗻𝗻𝗲 𝗰𝗼𝗲𝘂𝗿-𝗰𝗼𝗿𝗽𝘀 à vos Branding, Digital & Public speaking (🎓 DTM) · Formatrice-Conférencière · Facilitatrice, Maîtresse de Cérémonies 📚 𝗻°𝟭 𝗱𝗲𝘀 𝘃𝗲𝗻𝘁𝗲𝘀 𝗔𝗺𝗮𝘇𝗼𝗻 | De la Valeur ✨𝗝𝗲 𝗱𝗼𝗻𝗻𝗲 𝗰𝗼𝗲𝘂𝗿-𝗰𝗼𝗿𝗽𝘀 à vos Branding, Digital & Public speaking (🎓 DTM) · Formatrice-Conférencière · Facilitatrice, Maîtresse de Cérémonies 📚 𝗻°𝟭 𝗱𝗲𝘀 𝘃𝗲𝗻𝘁𝗲𝘀 𝗔𝗺𝗮𝘇𝗼𝗻 | De la Valeur ✨"",,,,""['cybersecurite', 'SpeakerSpotlight', 'CyberSecurity', 'GAAN', 'GTA', 'ICTMaghreb', 'DAS2024', 'ALvTIC', 'DigitalAfrica']""";;;;;;;;;;;;;;;;
"Cedric ABECedric ABE,""Le digital joue un rôle essentiel dans l'innovation, l'éducation et la cybersécurité en Afrique.Il offre des opportunités sans précédent pour le développement économique, l'accès à l'éducation et la protection des infrastructures.Il est donc primordial d'investir dans les infrastructures numériques et de promouvoir la formation digitale pour assurer un avenir prospère et sécurisé pour l'Afrique.Horore BELL BEBGA10000 CODEURSPwC Afrique Francophone SubSaharienneST DIGITALCyber Defense AfricaCyber Africa Forum (CAF)Women For Cyber AfricaIndice d'inclusion, de protection des consommateurs et de cybersécurité en AfriqueAfrica Women In Cyber & Information Security 2020 Conference #AWiCIS2020CAYSTIART CamerounMinistère des Postes et Télécommunications, CamerounGeorges Mpoudi NgoleAfrican Development Bank GroupAfrica Tech FestivalAfrican UnionDigicel GroupMcKinsey & CompanyDigital AfricaAFRICA DIGITAL EXPODigital Media AfricaAfrica Digital Banking Summit - Innovation & Excellence AwardsUNICEFUNDP#GEFONA#Africa#Cybersecurity#Education#Innovation#Digitaltransformation"",Sales strategy I Strategic and Operational Marketing for B2B I Building relationships and account Management I Business Development I Market research I Go-to-MarketSales strategy I Strategic and Operational Marketing for B2B I Building relationships and account Management I Business Development I Market research I Go-to-Market,,,,""['GEFONA', 'Africa', 'Cybersecurity', 'Education', 'Innovation', 'Digitaltransformation', 'GEFONA', 'DigitalImpact', 'Innovation', 'Education', 'Cybersecurity', 'Africa']""";;;;;;;;;;;;;;;;
"Ali EL AZZOUZIAli EL AZZOUZI,""Banking fraud in sub-Saharan Africa has continued to claim new victims. Not only is cybercrime increasing in terms of the number of attacks, it is also growing in sophistication.Follow us... Our recent study on cyber resilience of the banking sector in Africa will be available soon.La fraude bancaire en Afrique subsaharienne n’a cessé de faire de nouvelles victimes. Non seulement la cybercriminalité augmente en nombre d’attaques, mais elle gagne en sophistication.Suivez-nous…Notre toute nouvelle étude sur la cyber-résilience du secteur bancaire en Afrique sera gratuitement accessible prochainement.#Cybersecurity,#CyberResilience,#AfricanBanks,#Africa,#CentralBanks,#WhitePaper,#BankFraud,#BankingRegulation,#BestPractices."",Founder & CEO - DATAPROTECTFounder & CEO - DATAPROTECT,,,,""['Cybersecurity', 'CyberResilience', 'AfricanBanks', 'Africa', 'CentralBanks', 'WhitePaper', 'BankFraud', 'BankingRegulation', 'BestPractices']""";;;;;;;;;;;;;;;;
"Africa CyberSecurity MagAfrica CyberSecurity Mag,""🔴Si vous n'êtes pas encore à jour sur les dernières actualités cruciales en sécurité en ligne, ne vous inquiétez pas ! Consultez cette newsletter pour rester informé des développements marquants de la semaine précédente et abonnez-vous dès aujourd'hui.#Cybersécurité#Africacybermag#Afrique#numérique#News"",8 957 abonnés8 957 abonnés,,,,""['Cybersécurité', 'Africacybermag', 'Afrique', 'numérique', 'News']""";;;;;;;;;;;;;;;;
"Patricia Pedhom NonoPatricia Pedhom Nono,""#PwCCyberSurvey: What is the landscape of cybersecurity risks in  SubSaharan Africa and the implications for your company?Valery Kapnang, PartnerPwC Afrique Francophone SubSaharienneshares with you insights in our annual cyber'survey report. Happy reading!Lydie Ngo Nogol"",""Partner @ PwC | Problem Solver & Business Strategist, Driving Strategic Transformation and Creating Value for Clients, People & CommunitiesPartner @ PwC | Problem Solver & Business Strategist, Driving Strategic Transformation and Creating Value for Clients, People & Communities"",,,,""['PwCCyberSurvey', 'Cybersecurité', 'Afrique', 'Maturité', 'PwCAfriqueFrancophoneSubsaharienne']""";;;;;;;;;;;;;;;;
"data354data354,""🌍🔐 Data354 au Cyber Africa Forum : Partenaire engagé dans la cybersécurité et l'IA 🌍🔐Nous sommes honorés d'avoir été partenaire de longue date duCyber Africa Forum (CAF), un événement crucial dans le domaine de la cybersécurité et de l'intelligence artificielle en Afrique. L'édition de cette année a souligné l'importance cruciale de la gestion et de la sécurité des données dans le contexte actuel.Un moment fort de notre participation a été la modération par notre CEO,Fabrice Zapfack, du panel sur l'E-santé et les défis de la gestion des données. Ce panel a mis en lumière les enjeux majeurs auxquels sont confrontés les acteurs de la santé et de la gestion des données, notamment en termes de confidentialité, de sécurité et de conformité réglementaire. L'échange d'idées et de bonnes pratiques lors de cet événement a été essentiel pour promouvoir des solutions innovantes et responsables dans ces domaines critiques.Nos remerciements vont à l'endroit deFranck Kié,Yenataba Kignaman-Soro, du Dr.Cisse Adama SakandeDirecteur GénéralSnedai Côte d'Ivoire,olivier CANUELDirecteur GénéralOLEA Insurance Solutions Africa,Eric DjiboDirecteur GénéralPolyclinique Internationale Sainte-Anne-Marie (PISAM),Ismael ZAKICo-fondateur deCAMENKI AFRICA GROUPet tous ceux qui ont contribué à faire de cet événement un succès et nous nous engageons à continuer d'être des acteurs clés pour un domaine de la cybersécurité et d'IA en Afrique de pointe, et inclusif.#CyberAfricaForum#Cybersecurity#AI#DataManagement#DataSecurity#CyberAfricaWomen#Data354"",4 198 abonnés4 198 abonnés,143,,,""['CyberAfricaForum', 'Cybersecurity', 'AI', 'DataManagement', 'DataSecurity', 'CyberAfricaWomen', 'Data354']""";;;;;;;;;;;;;;;;
"DATAPROTECTDATAPROTECT,""Banking fraud in sub-Saharan Africa has continued to claim new victims. Not only is cybercrime increasing in terms of the number of attacks, it is also growing in sophistication.Follow us... Our recent study on cyber resilience of the banking sector in Africa will be available soon.La fraude bancaire en Afrique subsaharienne n’a cessé de faire de nouvelles victimes. Non seulement la cybercriminalité augmente en nombre d’attaques, mais elle gagne en sophistication.Suivez-nous…Notre toute nouvelle étude sur la cyber-résilience du secteur bancaire en Afrique sera gratuitement accessible prochainement.#Cybersecurity,#CyberResilience,#AfricanBanks,#Africa,#CentralBanks,#WhitePaper,#BankFraud,#BankingRegulation,#BestPractices."",38 694 abonnés38 694 abonnés,,,,""['Cybersecurity', 'CyberResilience', 'AfricanBanks', 'Africa', 'CentralBanks', 'WhitePaper', 'BankFraud', 'BankingRegulation', 'BestPractices']""";;;;;;;;;;;;;;;;
"Ali EL AZZOUZIAli EL AZZOUZI,""Enfin ! Nous sommes heureux de vous annoncer la publication du tout dernier livre blanc sous le thème « La cyber-résilience du secteur bancaire en Afrique : Nouveaux défis pour le régulateur ». Nous vous laissons apprécier le travail !Téléchargez GRATUITEMENT votre exemplaire dès maintenant pour tout savoir sur la cyber-résilience du secteur bancaire en Afrique.https://lnkd.in/ea9456EcFinally! DATAPROTECT is delighted to announce the release of our latest white paper on """"Cyber Resilience in the African Banking Sector: New Challenges for Regulators."""" We invite you to enjoy the work!Download your FREE copy now to learn everything about cyber resilience in the African banking sector.https://lnkd.in/ea9456Ec#Cybersecurity,#CyberResilience,#AfricanBanks,#Africa,#CentralBanks,#WhitePaper,#BankFraud,#BankingRegulation,#BestPractices."",Founder & CEO - DATAPROTECTFounder & CEO - DATAPROTECT,,,,""['Cybersecurity', 'CyberResilience', 'AfricanBanks', 'Africa', 'CentralBanks', 'WhitePaper', 'BankFraud', 'BankingRegulation', 'BestPractices']""";;;;;;;;;;;;;;;;
"Africa CyberSecurity MagAfrica CyberSecurity Mag,Vous avez raté les dernières informations importantes sur la sécurité en ligne sur CyberSecurity Mag ? Pas de souci !Recevez dès maintenant notre dernière newsletter pour être au courant des événements de la semaine dernière !Plongez dans les infos et restez connectés.🟩📝 Abonnez-vous dès aujourd'hui !#Cybersécurité#Africacybermag#Afrique#numérique#News,8 957 abonnés8 957 abonnés,,,,""['Cybersécurité', 'Africacybermag', 'Afrique', 'numérique', 'News']""";;;;;;;;;;;;;;;;
"Patricia Pedhom NonoPatricia Pedhom Nono,""#PwC_CyberIndex_2023- Do you know your cyber exposure ?PwC Afrique Francophone SubSahariennehas done an independent  analysis to assess the cybersecurity external#risk_exposureacross more than 200 companies across 8 countries.💡The higher is your index, the lower is your risk to have a successful cyberattack !Key insights➡️ Only 3️⃣ over 10 companies show a maturity level """"Advanced""""➡️ Overall maturity ranking in West and Central Africa range between """"Poor"""" to """"Moderate""""❔️ Can you guess which sector has the best cybersecurity index ? Please classify by order in comments:👇1. Banks2. Telcos3. Fintech4. Assurance"",""Partner @ PwC | Problem Solver & Business Strategist, Driving Strategic Transformation and Creating Value for Clients, People & CommunitiesPartner @ PwC | Problem Solver & Business Strategist, Driving Strategic Transformation and Creating Value for Clients, People & Communities"",,,,""['PwC_CyberIndex_2023', 'risk_exposure', 'PwC_SSFA_Cybersecurity_Index_2023']""";;;;;;;;;;;;;;;;
"Samer Haidar HassanSamer Haidar Hassan,#vapt#cybersecurity#cyberattacks#banks#banques#cybersecurite#africatech#afrique#afriquedelouest#middleeasttech,Country Manager at ABM || Swift Solutions & Cybersecurity ServicesCountry Manager at ABM || Swift Solutions & Cybersecurity Services,,,,""['vapt', 'cybersecurity', 'cyberattacks', 'banks', 'banques', 'cybersecurite', 'africatech', 'afrique', 'afriquedelouest', 'middleeasttech']""";;;;;;;;;;;;;;;;
"FlashStart Group | Internet ProtectionFlashStart Group | Internet Protection,""🔒✨FlashStart and DABO CONNECT, a winning partnership! 🔒✨We are excited to announce the partnership between DABO CONNECT and FlashStart to protect and support cyber security in Africa. 💻🛡️🤝DABO CONNECT, a telecommunications service provider in Senegal, has joined forces with FlashStart, a pioneer in cyber security, to offer a state-of-the-art DNS filtering solution. This partnership will provide comprehensive protection for businesses, schools, universities, banking institutions, ISPs and telecom operators. 🏢🏫🏦📶🔒 Security is at the core of everything we do, and this partnership will enable us to offer advanced protection against malware, malware and malicious content.With FlashStart's DNS filtering and Dabo Connect, a FlashStart ambassador, organizations across Africa will be able to safely go online and focus on their work without worry. 🚀💪Join us in this important initiative to make the digital world a safer place for all: contact us within the attached page and become a distributor! 🌐🔐#CyberSecurity#Collaboration#FilteringDNS#DigitalSecurity#OnlineProtection"",551 abonnés551 abonnés,,,,""['CyberSecurity', 'Collaboration', 'FilteringDNS', 'DigitalSecurity', 'OnlineProtection']""";;;;;;;;;;;;;;;;
"Sophia KhaldaneSophia Khaldane,""AtWomen For Cyber Africawe are a community sharing strong#valuesof#commitment,#collaboration,#ethicsand#equality. We provide a safe and inclusive environment for women to share, advance, learn, and inspire others to join the field.#Empoweringwomen is not enough in the cybersecurity field.Big thanks toTelecom Review AfriqueGhita SlaouiHousna HamadetSamia JLIL"",Senior Marketing and Business Development ManagerSenior Marketing and Business Development Manager,,,,""['values', 'commitment', 'collaboration', 'ethics', 'equality', 'Empowering', 'Women', 'Cybersecurity', 'cybersecurity', 'Africanwomen']""";;;;;;;;;;;;;;;;
"Africa CyberSecurity MagAfrica CyberSecurity Mag,""🔴 Si vous n'avez pas encore eu l'occasion de vous tenir au courant des dernières actualités cruciales en matière de sécurité en ligne, ne vous inquiétez pas. Vous pouvez toujours consulter cette newsletter pour rester informé des développements marquants de la semaine précédente.Surtout, optez pour votre abonnement dès aujourd'hui. 🟩📝#Cybersécurité#Africacybermag#Afrique#numérique#News"",8 957 abonnés8 957 abonnés,,,,""['Cybersécurité', 'Africacybermag', 'Afrique', 'numérique', 'News']""";;;;;;;;;;;;;;;;
"XIIBAR AFRICA LOGISTICS MAGAZINEXIIBAR AFRICA LOGISTICS MAGAZINE,""🔴 [Official Release]:XIIBAR AFRICA LOGISTICS MAGAZINEunveils the 10th Edition of its magazine in English version.Under the theme: """"Corporate Cybersecurity in West Africa"""".Discover the contribution of the latest trends in the sector on the continent.Rania FAWAZDidier SIMBAJosé SERIKIDénadi Carole SAGBOASSOCIATION POUR LA PROMOTION DU TOURISME EN AFRIQUE ( APTA)APAC- ASSOCIATION PANAFRICAINE DE CYBERSECURITEAblassé OUEDRAOGOMaliki ABOUDOUKokou Yevi"",2 407 abonnés2 407 abonnés,,,,[]";;;;;;;;;;;;;;;;
"Maroc 🇲🇦Maroc 🇲🇦,CYBERSÉCURITÉ AU MAROC : UN MODÈLE EN AFRIQUE 🇲🇦L'article :https://lnkd.in/e7GKEyQ2#maroc#morocco#cybersecurite#cybersecurity,1 315 abonnés1 315 abonnés,,,,""['maroc', 'morocco', 'cybersecurite', 'cybersecurity']""";;;;;;;;;;;;;;;;
"Andrea AyemobaAndrea Ayemoba,#events#automotive#solarenergy#telecom#tech#startups#fintech,Editor at Marketing ReportEditor at Marketing Report,,,,""['events', 'automotive', 'solarenergy', 'telecom', 'tech', 'startups', 'fintech']""";;;;;;;;;;;;;;;;
"Communications Africa/AfriqueCommunications Africa/Afrique,""African organisations face higher susceptibility to phishing attacks, with a 36.7% Phish-prone Percentage (PPP) compared to the global average of 34.3%.KnowBe4's 2024 report highlights the need for robust security awareness training to mitigate cyber risks in Africa.""""Cybersecurity challenges in Africa require a combination of regulation, guidelines and security awareness training. Particular focus is needed on threats like deepfakes used for political manipulation, especially ahead of major elections in various African countries. More public-private partnerships are essential to build capacity, address the skills shortage, and improve resilience in the digital world. Investing in Africa’s youth and providing cybersecurity training opportunities can fill the skills gap and also address youth unemployment,"""" remarked Anna Collard, senior vice-president of content strategy & evangelist Africa at KnowBe4.Read more:https://zurl.co/bzSi#Cybersecurity#Africa#PhishingAwareness"",388 abonnés388 abonnés,,,,""['Cybersecurity', 'Africa', 'PhishingAwareness']""";;;;;;;;;;;;;;;;
"Africa CyberSecurity MagAfrica CyberSecurity Mag,""🔴Si vous n'êtes pas à jour sur les dernières actualités en sécurité en ligne, consultez notre newsletter pour vous tenir informé des sujets et des évènements marquants dans le domaine.Abonnez-vous dès aujourd'hui.#Cybersécurité#Africacybermag#Afrique#numérique#News"",8 957 abonnés8 957 abonnés,,,,""['Cybersécurité', 'Africacybermag', 'Afrique', 'numérique', 'News']""";;;;;;;;;;;;;;;;
